,acousticness,added_at,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,trackName,track_href,type,uri,valence
0,0.431,2016-07-07T22:45:32Z,https://api.spotify.com/v1/audio-analysis/4alxY2DDLGFliiVSojsoO3,0.458,246500,0.557,4alxY2DDLGFliiVSojsoO3,0.0,3,0.0882,-5.643,0,0.0708,79.832,4,Your Life,https://api.spotify.com/v1/tracks/4alxY2DDLGFliiVSojsoO3,audio_features,spotify:track:4alxY2DDLGFliiVSojsoO3,0.122
1,0.135,2016-03-29T05:51:39Z,https://api.spotify.com/v1/audio-analysis/6SgDipB3aLBZ6Hi7GNXWBc,0.626,198373,0.87,6SgDipB3aLBZ6Hi7GNXWBc,0.0,1,0.146,-4.541,0,0.0802,105.026,4,Cry Cry Cry,https://api.spotify.com/v1/tracks/6SgDipB3aLBZ6Hi7GNXWBc,audio_features,spotify:track:6SgDipB3aLBZ6Hi7GNXWBc,0.61
2,4.44e-05,2015-04-06T04:41:32Z,https://api.spotify.com/v1/audio-analysis/5gNnk9wX2pxRD0IVRdQqfQ,0.378,272053,0.654,5gNnk9wX2pxRD0IVRdQqfQ,0.119,6,0.0848,-6.338,0,0.0306,177.988,4,Hearts Like Ours,https://api.spotify.com/v1/tracks/5gNnk9wX2pxRD0IVRdQqfQ,audio_features,spotify:track:5gNnk9wX2pxRD0IVRdQqfQ,0.133
3,0.0636,2016-10-11T19:21:35Z,https://api.spotify.com/v1/audio-analysis/6QGHYZ8zPcmG3Mg4xHNkBX,0.461,224000,0.921,6QGHYZ8zPcmG3Mg4xHNkBX,9.81e-06,2,0.108,-3.823,1,0.0712,149.934,4,Search Party - JayKode Remix,https://api.spotify.com/v1/tracks/6QGHYZ8zPcmG3Mg4xHNkBX,audio_features,spotify:track:6QGHYZ8zPcmG3Mg4xHNkBX,0.302
4,0.00198,2016-05-20T15:22:23Z,https://api.spotify.com/v1/audio-analysis/7a4mTLsXkBfRrakiKQVCTQ,0.571,181493,0.931,7a4mTLsXkBfRrakiKQVCTQ,0.0,10,0.189,-3.307,1,0.0395,96.988,4,Forget Me Now,https://api.spotify.com/v1/tracks/7a4mTLsXkBfRrakiKQVCTQ,audio_features,spotify:track:7a4mTLsXkBfRrakiKQVCTQ,0.843
5,0.0629,2016-04-01T19:16:53Z,https://api.spotify.com/v1/audio-analysis/3qO8p5ccCElEk2MMAI0u4J,0.5,204000,0.82,3qO8p5ccCElEk2MMAI0u4J,0.000372,7,0.598,-4.024,0,0.0644,147.946,4,It's All on U (feat. Liam O'Donnell),https://api.spotify.com/v1/tracks/3qO8p5ccCElEk2MMAI0u4J,audio_features,spotify:track:3qO8p5ccCElEk2MMAI0u4J,0.294
6,0.015,2015-09-25T17:33:33Z,https://api.spotify.com/v1/audio-analysis/01DidSmPasiXdPhDVuaULL,0.587,237481,0.736,01DidSmPasiXdPhDVuaULL,8.81e-05,9,0.148,-5.824,1,0.0948,99.614,4,Leave A Trace,https://api.spotify.com/v1/tracks/01DidSmPasiXdPhDVuaULL,audio_features,spotify:track:01DidSmPasiXdPhDVuaULL,0.177
7,0.309,2015-10-25T06:30:51Z,https://api.spotify.com/v1/audio-analysis/0DJrOgNQig8ZxDzwjeGHMo,0.299,394120,0.632,0DJrOgNQig8ZxDzwjeGHMo,0.0,6,0.0795,-5.92,1,0.0422,130.039,4,Ever After,https://api.spotify.com/v1/tracks/0DJrOgNQig8ZxDzwjeGHMo,audio_features,spotify:track:0DJrOgNQig8ZxDzwjeGHMo,0.155
8,0.0919,2017-01-15T05:57:24Z,https://api.spotify.com/v1/audio-analysis/6cLgBwRc1LfV0cSoboEfJD,0.65,217278,0.762,6cLgBwRc1LfV0cSoboEfJD,0.001,0,0.107,-5.518,1,0.0401,93.032,4,Cross My Mind,https://api.spotify.com/v1/tracks/6cLgBwRc1LfV0cSoboEfJD,audio_features,spotify:track:6cLgBwRc1LfV0cSoboEfJD,0.452
9,0.439,2016-05-28T10:05:00Z,https://api.spotify.com/v1/audio-analysis/47zREtxQZ3cHHIZwUQnuuN,0.564,233337,0.552,47zREtxQZ3cHHIZwUQnuuN,0.0,0,0.163,-5.438,1,0.055,119.907,4,Never Be Like You (feat. Kai),https://api.spotify.com/v1/tracks/47zREtxQZ3cHHIZwUQnuuN,audio_features,spotify:track:47zREtxQZ3cHHIZwUQnuuN,0.26
10,0.216,2017-04-17T19:56:25Z,https://api.spotify.com/v1/audio-analysis/2y76kK3ekRLT9Sz8WavzPZ,0.545,230528,0.913,2y76kK3ekRLT9Sz8WavzPZ,1.48e-05,10,0.138,-3.798,1,0.196,150.039,4,Don't Kill My Vibe - Gryffin Remix,https://api.spotify.com/v1/tracks/2y76kK3ekRLT9Sz8WavzPZ,audio_features,spotify:track:2y76kK3ekRLT9Sz8WavzPZ,0.568
11,0.0363,2016-04-22T06:24:52Z,https://api.spotify.com/v1/audio-analysis/6vIUovlj8NGi1JfnzVUUBI,0.521,195533,0.808,6vIUovlj8NGi1JfnzVUUBI,0.0,4,0.227,-3.852,0,0.0526,140.077,4,Human,https://api.spotify.com/v1/tracks/6vIUovlj8NGi1JfnzVUUBI,audio_features,spotify:track:6vIUovlj8NGi1JfnzVUUBI,0.198
12,0.075,2017-09-22T17:08:50Z,https://api.spotify.com/v1/audio-analysis/5WggjuxMubr94bo33Aan4K,0.345,253333,0.79,5WggjuxMubr94bo33Aan4K,0.000165,2,0.101,-2.761,1,0.065,179.849,4,Sound of Walking Away,https://api.spotify.com/v1/tracks/5WggjuxMubr94bo33Aan4K,audio_features,spotify:track:5WggjuxMubr94bo33Aan4K,0.208
13,0.0662,2018-01-04T22:24:26Z,https://api.spotify.com/v1/audio-analysis/5HI8Cc6mjgewOXmnrZAbYX,0.545,207090,0.805,5HI8Cc6mjgewOXmnrZAbYX,0.0,2,0.107,-2.097,0,0.0455,134.027,4,Heart Of Steel,https://api.spotify.com/v1/tracks/5HI8Cc6mjgewOXmnrZAbYX,audio_features,spotify:track:5HI8Cc6mjgewOXmnrZAbYX,0.427
14,0.664,2016-01-19T17:38:36Z,https://api.spotify.com/v1/audio-analysis/7gNSVC7yDdgxxfmNv7qI6R,0.537,246920,0.666,7gNSVC7yDdgxxfmNv7qI6R,0.0118,8,0.0982,-8.879,1,0.0504,189.936,4,Hooligans,https://api.spotify.com/v1/tracks/7gNSVC7yDdgxxfmNv7qI6R,audio_features,spotify:track:7gNSVC7yDdgxxfmNv7qI6R,0.546
15,0.0124,2015-10-16T01:38:50Z,https://api.spotify.com/v1/audio-analysis/2rvHIXjN4TCFuFLZk3qAxn,0.738,205733,0.87,2rvHIXjN4TCFuFLZk3qAxn,0.0,1,0.14,-5.343,0,0.0844,89.988,4,All About It (feat. Ed Sheeran),https://api.spotify.com/v1/tracks/2rvHIXjN4TCFuFLZk3qAxn,audio_features,spotify:track:2rvHIXjN4TCFuFLZk3qAxn,0.845
16,0.98,2017-04-07T21:51:42Z,https://api.spotify.com/v1/audio-analysis/39D57xG60yPHqgYgShvdZa,0.37,309667,0.0225,39D57xG60yPHqgYgShvdZa,4.06e-06,5,0.18,-17.956,1,0.0453,178.693,3,The Birds,https://api.spotify.com/v1/tracks/39D57xG60yPHqgYgShvdZa,audio_features,spotify:track:39D57xG60yPHqgYgShvdZa,0.189
17,0.0336,2017-09-11T20:07:16Z,https://api.spotify.com/v1/audio-analysis/1hLKGOpquBi12snIayBz3e,0.727,218869,0.889,1hLKGOpquBi12snIayBz3e,0.745,1,0.11,-7.852,0,0.0453,119.991,4,After Hours,https://api.spotify.com/v1/tracks/1hLKGOpquBi12snIayBz3e,audio_features,spotify:track:1hLKGOpquBi12snIayBz3e,0.262
18,0.478,2017-09-19T01:06:04Z,https://api.spotify.com/v1/audio-analysis/74WO7vLynAEE2paZdck6bO,0.579,214138,0.681,74WO7vLynAEE2paZdck6bO,2.67e-05,0,0.306,-6.381,1,0.073,97.716,4,You Make Me,https://api.spotify.com/v1/tracks/74WO7vLynAEE2paZdck6bO,audio_features,spotify:track:74WO7vLynAEE2paZdck6bO,0.555
19,0.914,2016-09-30T15:07:30Z,https://api.spotify.com/v1/audio-analysis/7KhrxbRmgecCVcwYyyHdRY,0.699,211525,0.274,7KhrxbRmgecCVcwYyyHdRY,0.00121,6,0.135,-10.999,1,0.0409,118.07,4,I Was Wrong - Acoustic,https://api.spotify.com/v1/tracks/7KhrxbRmgecCVcwYyyHdRY,audio_features,spotify:track:7KhrxbRmgecCVcwYyyHdRY,0.29
20,0.0861,2015-12-03T20:13:25Z,https://api.spotify.com/v1/audio-analysis/25khomWgBVamSdKw7hzm3l,0.356,242253,0.567,25khomWgBVamSdKw7hzm3l,0.0,0,0.137,-7.011,0,0.0798,135.553,5,The Hills,https://api.spotify.com/v1/tracks/25khomWgBVamSdKw7hzm3l,audio_features,spotify:track:25khomWgBVamSdKw7hzm3l,0.109
21,0.0858,2016-09-18T04:26:50Z,https://api.spotify.com/v1/audio-analysis/6ZtO6PJglJjcqpGeiDcxyV,0.69,215329,0.636,6ZtO6PJglJjcqpGeiDcxyV,0.000477,5,0.177,-4.19,0,0.0343,113.987,4,Heartburn - Felix Cartal Remix,https://api.spotify.com/v1/tracks/6ZtO6PJglJjcqpGeiDcxyV,audio_features,spotify:track:6ZtO6PJglJjcqpGeiDcxyV,0.339
22,0.0636,2016-03-30T14:51:04Z,https://api.spotify.com/v1/audio-analysis/7FKeYATbaBr2JOTDqzRDuW,0.583,251429,0.801,7FKeYATbaBr2JOTDqzRDuW,0.0,0,0.0986,-3.707,1,0.0598,126.05,4,Wild Side - Original Mix,https://api.spotify.com/v1/tracks/7FKeYATbaBr2JOTDqzRDuW,audio_features,spotify:track:7FKeYATbaBr2JOTDqzRDuW,0.178
23,0.133,2015-12-11T18:32:08Z,https://api.spotify.com/v1/audio-analysis/4q6oNFTjZmJqkIgPdp8iR1,0.642,208667,0.864,4q6oNFTjZmJqkIgPdp8iR1,0.000311,6,0.0542,-4.575,0,0.0493,170.08,4,Lord Willin',https://api.spotify.com/v1/tracks/4q6oNFTjZmJqkIgPdp8iR1,audio_features,spotify:track:4q6oNFTjZmJqkIgPdp8iR1,0.595
24,0.0157,2014-11-10T02:16:22Z,https://api.spotify.com/v1/audio-analysis/47ZZG0h29dfhpSvnwbWWO0,0.433,220240,0.867,47ZZG0h29dfhpSvnwbWWO0,0.0,8,0.357,-5.306,1,0.0541,156.081,4,Hope in Front of Me,https://api.spotify.com/v1/tracks/47ZZG0h29dfhpSvnwbWWO0,audio_features,spotify:track:47ZZG0h29dfhpSvnwbWWO0,0.318
25,0.00474,2015-11-28T23:30:26Z,https://api.spotify.com/v1/audio-analysis/6wNCdMW82LwJgFrnGqLhpJ,0.557,243253,0.859,6wNCdMW82LwJgFrnGqLhpJ,5.79e-05,2,0.103,-6.557,1,0.0582,154.718,4,The Ghosts Of Beverly Drive,https://api.spotify.com/v1/tracks/6wNCdMW82LwJgFrnGqLhpJ,audio_features,spotify:track:6wNCdMW82LwJgFrnGqLhpJ,0.748
26,0.0261,2017-05-04T07:33:30Z,https://api.spotify.com/v1/audio-analysis/3lhmj5XfT5poIR5ozhiDmH,0.663,206490,0.824,3lhmj5XfT5poIR5ozhiDmH,0.0,7,0.136,-4.053,1,0.0585,126.055,4,Emily,https://api.spotify.com/v1/tracks/3lhmj5XfT5poIR5ozhiDmH,audio_features,spotify:track:3lhmj5XfT5poIR5ozhiDmH,0.588
27,0.0509,2014-10-12T16:24:08Z,https://api.spotify.com/v1/audio-analysis/6L6ra9mTlyQPmh7zGw58y1,0.662,214120,0.612,6L6ra9mTlyQPmh7zGw58y1,0.0,10,0.0948,-4.993,1,0.0311,113.95,4,Life Of The Party,https://api.spotify.com/v1/tracks/6L6ra9mTlyQPmh7zGw58y1,audio_features,spotify:track:6L6ra9mTlyQPmh7zGw58y1,0.177
28,0.0145,2016-09-01T17:17:59Z,https://api.spotify.com/v1/audio-analysis/22stLe806MkIPp9BOzUzpn,0.52,259385,0.615,22stLe806MkIPp9BOzUzpn,5.99e-06,1,0.0842,-5.682,0,0.0383,126.867,4,Say It,https://api.spotify.com/v1/tracks/22stLe806MkIPp9BOzUzpn,audio_features,spotify:track:22stLe806MkIPp9BOzUzpn,0.169
29,0.079,2017-02-11T09:24:47Z,https://api.spotify.com/v1/audio-analysis/7bXWSg5gd0Em0eQ5xpthWF,0.765,180982,0.522,7bXWSg5gd0Em0eQ5xpthWF,0.000689,11,0.109,-8.69,0,0.0763,100.017,4,I Wonder,https://api.spotify.com/v1/tracks/7bXWSg5gd0Em0eQ5xpthWF,audio_features,spotify:track:7bXWSg5gd0Em0eQ5xpthWF,0.391
30,0.00726,2016-03-14T20:57:37Z,https://api.spotify.com/v1/audio-analysis/3LwP2XFecUVTxpn9QcPPrI,0.468,337667,0.528,3LwP2XFecUVTxpn9QcPPrI,0.0304,5,0.0953,-7.767,1,0.0308,105.096,4,You Caught The Light,https://api.spotify.com/v1/tracks/3LwP2XFecUVTxpn9QcPPrI,audio_features,spotify:track:3LwP2XFecUVTxpn9QcPPrI,0.162
31,0.000545,2016-02-23T00:39:24Z,https://api.spotify.com/v1/audio-analysis/7jheemFmNF2vXAfhwwKCrw,0.511,267047,0.694,7jheemFmNF2vXAfhwwKCrw,0.000156,11,0.0667,-7.048,0,0.0271,135.016,3,Still Here,https://api.spotify.com/v1/tracks/7jheemFmNF2vXAfhwwKCrw,audio_features,spotify:track:7jheemFmNF2vXAfhwwKCrw,0.272
32,0.936,2018-01-19T19:19:18Z,https://api.spotify.com/v1/audio-analysis/1C0wUTyX5wZA4AbZaZfZAB,0.266,342843,0.321,1C0wUTyX5wZA4AbZaZfZAB,0.00481,9,0.744,-11.255,1,0.0507,69.96,4,forever//over,https://api.spotify.com/v1/tracks/1C0wUTyX5wZA4AbZaZfZAB,audio_features,spotify:track:1C0wUTyX5wZA4AbZaZfZAB,0.206
33,0.79,2017-04-16T18:49:59Z,https://api.spotify.com/v1/audio-analysis/2L3xfX2ZrYzsUxSaxtQhCS,0.704,82189,0.0983,2L3xfX2ZrYzsUxSaxtQhCS,0.0,0,0.0825,-11.113,1,0.315,110.207,4,Perfect After All,https://api.spotify.com/v1/tracks/2L3xfX2ZrYzsUxSaxtQhCS,audio_features,spotify:track:2L3xfX2ZrYzsUxSaxtQhCS,0.293
34,0.984,2016-07-19T00:43:46Z,https://api.spotify.com/v1/audio-analysis/44nFlz3tVXesHRGuDvZfdD,0.347,251122,0.246,44nFlz3tVXesHRGuDvZfdD,0.919,0,0.0747,-11.814,1,0.0398,159.969,4,02:09,https://api.spotify.com/v1/tracks/44nFlz3tVXesHRGuDvZfdD,audio_features,spotify:track:44nFlz3tVXesHRGuDvZfdD,0.0301
35,0.00383,2017-01-17T17:38:34Z,https://api.spotify.com/v1/audio-analysis/3EmmCZoqpWOTY1g2GBwJoR,0.647,198774,0.932,3EmmCZoqpWOTY1g2GBwJoR,1.5e-06,11,0.0574,-3.515,1,0.0824,114.991,4,Just Hold On,https://api.spotify.com/v1/tracks/3EmmCZoqpWOTY1g2GBwJoR,audio_features,spotify:track:3EmmCZoqpWOTY1g2GBwJoR,0.374
36,0.373,2017-09-22T17:08:50Z,https://api.spotify.com/v1/audio-analysis/4G3IXyVRxSx5lLhUvv3fu3,0.41,245250,0.711,4G3IXyVRxSx5lLhUvv3fu3,0.00179,4,0.139,-3.064,1,0.0432,159.837,4,Fractures,https://api.spotify.com/v1/tracks/4G3IXyVRxSx5lLhUvv3fu3,audio_features,spotify:track:4G3IXyVRxSx5lLhUvv3fu3,0.266
37,0.00933,2015-04-12T22:53:57Z,https://api.spotify.com/v1/audio-analysis/6sj9rODkg2fpS30JlWbb2t,0.417,242560,0.706,6sj9rODkg2fpS30JlWbb2t,0.000572,6,0.474,-4.652,0,0.0945,127.884,4,Lydia,https://api.spotify.com/v1/tracks/6sj9rODkg2fpS30JlWbb2t,audio_features,spotify:track:6sj9rODkg2fpS30JlWbb2t,0.512
38,0.0162,2015-09-25T17:33:33Z,https://api.spotify.com/v1/audio-analysis/0ECmt9zUOF4D7sDMwCDmYF,0.551,215696,0.796,0ECmt9zUOF4D7sDMwCDmYF,0.000196,3,0.196,-3.525,0,0.0318,92.962,4,Playing Dead,https://api.spotify.com/v1/tracks/0ECmt9zUOF4D7sDMwCDmYF,audio_features,spotify:track:0ECmt9zUOF4D7sDMwCDmYF,0.464
39,0.0897,2016-08-30T14:18:56Z,https://api.spotify.com/v1/audio-analysis/7nlGMUcyIGWZQFkOOxOWl5,0.499,195000,0.94,7nlGMUcyIGWZQFkOOxOWl5,7.28e-05,0,0.109,-2.741,1,0.0332,112.02,4,Back to You,https://api.spotify.com/v1/tracks/7nlGMUcyIGWZQFkOOxOWl5,audio_features,spotify:track:7nlGMUcyIGWZQFkOOxOWl5,0.477
40,0.193,2016-09-29T04:00:35Z,https://api.spotify.com/v1/audio-analysis/744BtNFDnxYNFipYXFWRht,0.585,186697,0.821,744BtNFDnxYNFipYXFWRht,0.000263,1,0.344,-5.194,0,0.0539,116.936,4,Young,https://api.spotify.com/v1/tracks/744BtNFDnxYNFipYXFWRht,audio_features,spotify:track:744BtNFDnxYNFipYXFWRht,0.475
41,0.0402,2015-03-04T05:38:52Z,https://api.spotify.com/v1/audio-analysis/5NuFcVs2ErxDNwjnG7gSBI,0.459,204413,0.891,5NuFcVs2ErxDNwjnG7gSBI,0.0,6,0.0768,-3.289,1,0.0865,164.074,4,Skyway Avenue,https://api.spotify.com/v1/tracks/5NuFcVs2ErxDNwjnG7gSBI,audio_features,spotify:track:5NuFcVs2ErxDNwjnG7gSBI,0.699
42,0.371,2017-07-14T20:22:29Z,https://api.spotify.com/v1/audio-analysis/48jKLs2qqEXKsQTmYHE0JD,0.652,232493,0.639,48jKLs2qqEXKsQTmYHE0JD,0.000157,1,0.123,-5.384,0,0.0947,146.081,4,Lifetimes,https://api.spotify.com/v1/tracks/48jKLs2qqEXKsQTmYHE0JD,audio_features,spotify:track:48jKLs2qqEXKsQTmYHE0JD,0.755
43,0.143,2016-08-08T16:38:49Z,https://api.spotify.com/v1/audio-analysis/2swKaBPpNQgbDlD3foApfK,0.653,163490,0.405,2swKaBPpNQgbDlD3foApfK,0.0,1,0.149,-9.168,0,0.104,171.413,4,The Best Idea I Ever Had,https://api.spotify.com/v1/tracks/2swKaBPpNQgbDlD3foApfK,audio_features,spotify:track:2swKaBPpNQgbDlD3foApfK,0.764
44,0.000913,2015-08-23T18:03:38Z,https://api.spotify.com/v1/audio-analysis/6BFxwgQOv5RZvQngoaQ1ur,0.522,237813,0.743,6BFxwgQOv5RZvQngoaQ1ur,0.512,4,0.146,-5.518,0,0.0307,125.993,4,Human,https://api.spotify.com/v1/tracks/6BFxwgQOv5RZvQngoaQ1ur,audio_features,spotify:track:6BFxwgQOv5RZvQngoaQ1ur,0.202
45,0.301,2015-01-23T03:46:44Z,https://api.spotify.com/v1/audio-analysis/6JugKFXssO9L2tN8omeTPt,0.6,271441,0.968,6JugKFXssO9L2tN8omeTPt,1.88e-06,6,0.19,-2.444,1,0.0329,123.019,4,Thunder Clatter,https://api.spotify.com/v1/tracks/6JugKFXssO9L2tN8omeTPt,audio_features,spotify:track:6JugKFXssO9L2tN8omeTPt,0.635
46,0.061,2017-04-14T17:57:47Z,https://api.spotify.com/v1/audio-analysis/6RN1PeZxL6L4EzGcTw6n9y,0.564,205783,0.801,6RN1PeZxL6L4EzGcTw6n9y,0.0,11,0.507,-4.098,1,0.0434,135.899,4,Young,https://api.spotify.com/v1/tracks/6RN1PeZxL6L4EzGcTw6n9y,audio_features,spotify:track:6RN1PeZxL6L4EzGcTw6n9y,0.443
47,0.0216,2016-11-11T22:15:51Z,https://api.spotify.com/v1/audio-analysis/6vjWim6xU6tPjA42GxSp1U,0.709,343800,0.669,6vjWim6xU6tPjA42GxSp1U,0.0125,11,0.146,-8.422,0,0.0409,105.004,4,Something About You - ODESZA Remix,https://api.spotify.com/v1/tracks/6vjWim6xU6tPjA42GxSp1U,audio_features,spotify:track:6vjWim6xU6tPjA42GxSp1U,0.106
48,0.164,2017-09-19T01:06:06Z,https://api.spotify.com/v1/audio-analysis/3nKatogrQGQkY1BGPPoiiK,0.648,224828,0.534,3nKatogrQGQkY1BGPPoiiK,2.78e-05,1,0.115,-7.423,0,0.0293,89.985,4,Sixteen,https://api.spotify.com/v1/tracks/3nKatogrQGQkY1BGPPoiiK,audio_features,spotify:track:3nKatogrQGQkY1BGPPoiiK,0.361
49,0.582,2016-08-06T01:46:08Z,https://api.spotify.com/v1/audio-analysis/77EipMYqP1rGvotKd6i5E3,0.525,174084,0.276,77EipMYqP1rGvotKd6i5E3,0.00063,7,0.376,-9.133,0,0.0568,74.858,4,The Rain,https://api.spotify.com/v1/tracks/77EipMYqP1rGvotKd6i5E3,audio_features,spotify:track:77EipMYqP1rGvotKd6i5E3,0.198
50,0.484,2015-09-03T17:37:52Z,https://api.spotify.com/v1/audio-analysis/4qZPdHRnZ7jwqg4peT2n9A,0.559,227400,0.621,4qZPdHRnZ7jwqg4peT2n9A,3.42e-05,2,0.0981,-8.241,1,0.0285,135.022,4,Ignition / Do You... (Mashup),https://api.spotify.com/v1/tracks/4qZPdHRnZ7jwqg4peT2n9A,audio_features,spotify:track:4qZPdHRnZ7jwqg4peT2n9A,0.423
51,0.0688,2014-11-02T22:27:44Z,https://api.spotify.com/v1/audio-analysis/2RUhtNBh43RtSg0WBPPq3m,0.547,203507,0.816,2RUhtNBh43RtSg0WBPPq3m,0.0,8,0.127,-6.165,0,0.0624,102.765,4,Naive,https://api.spotify.com/v1/tracks/2RUhtNBh43RtSg0WBPPq3m,audio_features,spotify:track:2RUhtNBh43RtSg0WBPPq3m,0.722
52,0.00205,2014-12-31T21:41:02Z,https://api.spotify.com/v1/audio-analysis/5L95vS64rG1YMIFm1hLjyZ,0.421,188867,0.79,5L95vS64rG1YMIFm1hLjyZ,0.000309,10,0.148,-6.227,1,0.0538,162.024,4,Rollercoaster,https://api.spotify.com/v1/tracks/5L95vS64rG1YMIFm1hLjyZ,audio_features,spotify:track:5L95vS64rG1YMIFm1hLjyZ,0.279
53,0.0946,2016-12-20T05:24:05Z,https://api.spotify.com/v1/audio-analysis/1WZFduS35Z3BXWg3hLAqdv,0.632,288857,0.826,1WZFduS35Z3BXWg3hLAqdv,0.0,7,0.64,-3.863,1,0.0426,139.902,4,Miss U (Jai Wolf Remix),https://api.spotify.com/v1/tracks/1WZFduS35Z3BXWg3hLAqdv,audio_features,spotify:track:1WZFduS35Z3BXWg3hLAqdv,0.371
54,0.178,2017-09-22T17:08:50Z,https://api.spotify.com/v1/audio-analysis/0q7oMII7kWTj1ZSX6GT6LU,0.376,242012,0.723,0q7oMII7kWTj1ZSX6GT6LU,0.0,7,0.0815,-2.951,1,0.046,84.146,4,Crawl Outta Love,https://api.spotify.com/v1/tracks/0q7oMII7kWTj1ZSX6GT6LU,audio_features,spotify:track:0q7oMII7kWTj1ZSX6GT6LU,0.167
55,0.665,2015-11-18T22:38:13Z,https://api.spotify.com/v1/audio-analysis/0elXIl26ZrovBULLTrEGK6,0.392,210639,0.498,0elXIl26ZrovBULLTrEGK6,0.000118,9,0.34,-7.63,0,0.117,72.048,4,Habits Of My Heart,https://api.spotify.com/v1/tracks/0elXIl26ZrovBULLTrEGK6,audio_features,spotify:track:0elXIl26ZrovBULLTrEGK6,0.59
56,0.568,2015-10-23T08:09:16Z,https://api.spotify.com/v1/audio-analysis/391Gychyc6odKUSnhg0MH7,0.418,215344,0.655,391Gychyc6odKUSnhg0MH7,0.0,9,0.11,-6.767,0,0.0414,72.986,4,Cut The Rope,https://api.spotify.com/v1/tracks/391Gychyc6odKUSnhg0MH7,audio_features,spotify:track:391Gychyc6odKUSnhg0MH7,0.327
57,0.0395,2015-10-21T06:30:45Z,https://api.spotify.com/v1/audio-analysis/6iYDPqEWXYW0LV8ne4xwjR,0.49,195529,0.844,6iYDPqEWXYW0LV8ne4xwjR,6.56e-06,8,0.207,-6.341,0,0.0713,177.99,4,Back to Your Love,https://api.spotify.com/v1/tracks/6iYDPqEWXYW0LV8ne4xwjR,audio_features,spotify:track:6iYDPqEWXYW0LV8ne4xwjR,0.905
58,0.607,2015-06-15T14:45:38Z,https://api.spotify.com/v1/audio-analysis/3ekGTN2H0r3xWJcurSvozw,0.541,231522,0.539,3ekGTN2H0r3xWJcurSvozw,0.0219,0,0.124,-7.328,1,0.0533,139.936,4,Between the Devil and the Deep Blue Sea,https://api.spotify.com/v1/tracks/3ekGTN2H0r3xWJcurSvozw,audio_features,spotify:track:3ekGTN2H0r3xWJcurSvozw,0.378
59,0.365,2015-11-17T16:43:22Z,https://api.spotify.com/v1/audio-analysis/2iRg3z1lrFSQxXU4G7Unn3,0.633,237091,0.373,2iRg3z1lrFSQxXU4G7Unn3,0.0,11,0.102,-8.82,1,0.0294,109.985,4,Overwhelmed,https://api.spotify.com/v1/tracks/2iRg3z1lrFSQxXU4G7Unn3,audio_features,spotify:track:2iRg3z1lrFSQxXU4G7Unn3,0.183
60,0.254,2017-12-07T07:52:50Z,https://api.spotify.com/v1/audio-analysis/1EwRTHXHW7knKiXN5s74R0,0.698,259115,0.497,1EwRTHXHW7knKiXN5s74R0,0.0,10,0.423,-6.628,1,0.0418,92.017,4,No Grass Today,https://api.spotify.com/v1/tracks/1EwRTHXHW7knKiXN5s74R0,audio_features,spotify:track:1EwRTHXHW7knKiXN5s74R0,0.592
61,0.081,2015-06-16T13:51:04Z,https://api.spotify.com/v1/audio-analysis/5ZUFFZZ7qaKtgSbYfHom5f,0.595,251973,0.48,5ZUFFZZ7qaKtgSbYfHom5f,0.0,4,0.0938,-9.455,0,0.0926,145.567,4,Can't Sleep,https://api.spotify.com/v1/tracks/5ZUFFZZ7qaKtgSbYfHom5f,audio_features,spotify:track:5ZUFFZZ7qaKtgSbYfHom5f,0.299
62,0.0909,2017-08-17T17:22:08Z,https://api.spotify.com/v1/audio-analysis/4sJAm5WXrKBycKF20bgEqB,0.583,199756,0.729,4sJAm5WXrKBycKF20bgEqB,2.02e-05,6,0.367,-4.525,1,0.0314,144.994,4,Be There,https://api.spotify.com/v1/tracks/4sJAm5WXrKBycKF20bgEqB,audio_features,spotify:track:4sJAm5WXrKBycKF20bgEqB,0.318
63,0.0889,2015-11-25T16:38:03Z,https://api.spotify.com/v1/audio-analysis/2zsWRxMcUdGjj8TnWkVKw0,0.635,176787,0.718,2zsWRxMcUdGjj8TnWkVKw0,0.0,6,0.306,-5.168,0,0.0378,80.957,4,Hypnotic,https://api.spotify.com/v1/tracks/2zsWRxMcUdGjj8TnWkVKw0,audio_features,spotify:track:2zsWRxMcUdGjj8TnWkVKw0,0.408
64,0.228,2015-06-16T13:51:20Z,https://api.spotify.com/v1/audio-analysis/4KAhc69yQjKk9cZUMxZ3n9,0.583,246373,0.64,4KAhc69yQjKk9cZUMxZ3n9,0.0,2,0.246,-7.805,1,0.201,80.012,4,Make Me Fade,https://api.spotify.com/v1/tracks/4KAhc69yQjKk9cZUMxZ3n9,audio_features,spotify:track:4KAhc69yQjKk9cZUMxZ3n9,0.235
65,0.95,2015-09-21T01:18:27Z,https://api.spotify.com/v1/audio-analysis/4WKvjz6okrWIN9Xl730TTe,0.544,173453,0.489,4WKvjz6okrWIN9Xl730TTe,0.00556,11,0.281,-13.765,0,0.521,86.787,4,Space (feat. EDEN),https://api.spotify.com/v1/tracks/4WKvjz6okrWIN9Xl730TTe,audio_features,spotify:track:4WKvjz6okrWIN9Xl730TTe,0.492
